nwo,name,description,topics,predicted_naics,naics_description,confidence,readme_preview
UnityVerseBridge/quest-app,quest-app,"Meta Quest 3 앱 개발을 위한 Unity 프로젝트 환경을 구성하고, core 패키지를 가져와 사용할 준비를 한다.",[],51,Information,0.707183301448822,"# UnityVerse Quest App

Meta Quest VR 애플리케이션 - UnityVerseBridge Core 패키지를 사용한 VR-모바일 스트리밍 예제

## 개요

이 Quest 애플리케이션은 다음 기능을 보여줍니다:
- VR 카메라를 모바일 디바이스로 스트리밍
- 모바일 디바이스로부터 터치 입력 수신
- 원격 터치에 반응하는 상호작용 VR 오브젝트
- Meta XR SDK 통합

## 요구사항

- Unity 6 LTS (6000.0.33f1) 또는 Unity 2022.3 LTS
- Meta XR SDK 77.0.0
- UnityVerseBridge Core 패키지
- Android Build Support
- Quest 2/3/Pro 디바이스

## 프로젝트 설정

1. 이 저장소를 클론
2. Unity에서 `UnityProject` 폴더 열기
3. 필수 패키지 임포트:
   - UnityVerseBridge Core
   - Meta XR SDK
   - Uni"
marcusmattus/Virtual-Events-Platform,Virtual-Events-Platform,"Virtual events platform with live streaming, interactive features, attendee management, and networking capabilities.",[],56,Administrative and Support Services,0.7071396112442017,"# Virtual Event Management System

This project implements a basic **virtual event management system**.  With the rise of remote work and online gatherings, being able to create, join and manage virtual events is a useful skill set.  The article describing trending projects suggests implementing event scheduling, real‑time updates and notification systems【191241741022925†L167-L184】.  This scaffold provides CRUD operations for events and a simple front‑end interface.

## Features

* **List events"
nibzard/engram-lite,engram-lite,"EngramAI Lite is a memory graph storage system designed for AI agents. It provides a structured way to store and retrieve knowledge, mimicking human cognitive processes.",[],54,"Professional, Scientific, Technical Services",0.7070859670639038,"# EngramAI Lite

[![License: MIT](https://img.shields.io/badge/License-MIT-blue.svg)](https://opensource.org/licenses/MIT)

EngramAI Lite is a memory graph storage system designed for AI agents. It provides a structured way to store and retrieve knowledge, mimicking human cognitive processes.

## Features

- **Memory Graph Storage**: Store knowledge in a structured graph with typed, weighted connections
- **Persistent Storage**: RocksDB-based persistence with ACID transaction support
- **Efficie"
mrosep/blackjax_ns_gw,blackjax_ns_gw,,[],54,"Professional, Scientific, Technical Services",0.7067504525184631,"
# Gravitational-Wave Inference on GPUs with blackjax-ns

This repository contains the source code and manuscript for the paper:

**""Gravitational-wave inference at GPU speed: A bilby-like nested sampling kernel within blackjax-ns""**

**Paper**: [arXiv:2509.04336](https://arxiv.org/abs/2509.04336)  
**Data & Plots**: [Zenodo (DOI: 10.5281/zenodo.17012010)](https://zenodo.org/records/17012011)

## Citation

If you use this code in your work, please cite both:

1. **Nested Slice Sampling Framework"
Belfio/rattuso,rattuso,Platform game in vanilla JS/html/css,[],71,"Arts, Entertainment, and Recreation",0.7066739797592163,"## Rattuso

A small narrative game prototype that alternates between comic-style story pages and a top‑down playable scene with movement and NPC dialogue.

This README explains how the app boots (starting from `index.html`), how to run it locally, the code structure, how story content and maps are defined, and how to extend the game.

### Quick start

- **Prerequisite**: serve the folder over HTTP (ES modules won't load via file://).
- Using Python 3:
```bash
cd /Users/alfredo/NonBackedUp/Code/r"
AlejandroFNadal/expenditure_analysis,expenditure_analysis,Quick hacky tool to track expenses - vim style,[],54,"Professional, Scientific, Technical Services",0.7065643668174744,
mwalker-tmd/PMA-full-stack-fastapi-template,PMA-full-stack-fastapi-template,PM Accelerator clone of FastAPI's full-stack-fastapi-template,[],51,Information,0.7065635919570923,"# Full Stack FastAPI Template

<a href=""https://github.com/fastapi/full-stack-fastapi-template/actions?query=workflow%3A%22Test+Docker+Compose%22"" target=""_blank""><img src=""https://github.com/fastapi/full-stack-fastapi-template/workflows/Test%20Docker%20Compose/badge.svg"" alt=""Test Docker Compose""></a>
<a href=""https://github.com/fastapi/full-stack-fastapi-template/actions?query=workflow%3A%22Test+Backend%22"" target=""_blank""><img src=""https://github.com/fastapi/full-stack-fastapi-template/workfl"
yashpatil582/yashpatil582,yashpatil582,,[],54,"Professional, Scientific, Technical Services",0.7064909934997559,"<!-- Header Banner -->
<div align=""center"">
  <img src=""https://capsule-render.vercel.app/api?type=waving&color=gradient&customColorList=6,11,20&height=200&section=header&text=Yash%20Patil&fontSize=80&fontAlignY=35&animation=twinkling&fontColor=fff&desc=AI/ML%20Engineer%20%7C%20Data%20Scientist%20%7C%20LLM%20Specialist&descAlignY=55&descSize=18"" />
</div>

<!-- Typing SVG -->
<p align=""center"">
  <a href=""https://github.com/yashpatil582"">
    <img src=""https://readme-typing-svg.herokuapp.com?fon"
TomerIN1/Lista,Lista,,[],54,"Professional, Scientific, Technical Services",0.7064400911331177,"<div align=""center"">
<img width=""1200"" height=""475"" alt=""GHBanner"" src=""https://github.com/user-attachments/assets/0aa67016-6eaf-458a-adb2-6e31a0763ed6"" />
</div>

# Run and deploy your AI Studio app

This contains everything you need to run your app locally.

View your app in AI Studio: https://ai.studio/apps/temp/2

## Run Locally

**Prerequisites:**  Node.js


1. Install dependencies:
   `npm install`
2. Set the `GEMINI_API_KEY` in [.env.local](.env.local) to your Gemini API key
3. Run the ap"
alessisheinman/Jumble,Jumble,Music game,[],51,Information,0.7062423229217529,"# Spotify Guessing Game

A Jackbox/Hitster-style multiplayer music guessing game powered by Spotify.

## How It Works

1. **Host** creates a room and connects a Spotify playlist
2. **Players** (up to 6) join the room using a 4-letter code on their phones
3. A random song from the playlist plays on the host's screen
4. Players guess facts about the song:
   - Song name (search from playlist)
   - Artist
   - Release year
   - Duration (over/under 3 minutes)
5. Player with the most correct answers"
justoneapi/justoneapi-mcp,justoneapi-mcp,Production-ready MCP server exposing JustOneAPI endpoints to AI agents with raw JSON responses.,"[""ai-agents"", ""ai-tools"", ""api"", ""mcp"", ""model-context-protocol"", ""xiaohongshu-mcp"", ""douyin-mcp"", ""raw-json"", ""tiktok-mcp""]",51,Information,0.7060493230819702,"[![npm version](https://badge.fury.io/js/justoneapi-mcp.svg)](https://www.npmjs.com/package/justoneapi-mcp)
[![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](https://opensource.org/licenses/MIT)

[简体中文](README.zh-CN.md) | English

> **Raw JSON by design.** Unmodified upstream responses for maximum data fidelity.

# JustOneAPI MCP Server

Use JustOneAPI inside AI assistants via Model Context Protocol (MCP).

This MCP server is a thin transport layer that exposes JustOneAPI en"
pranab112/my-builder,my-builder,mybuilder,[],54,"Professional, Scientific, Technical Services",0.7060179114341736,"<div align=""center"">
<img width=""1200"" height=""475"" alt=""GHBanner"" src=""https://github.com/user-attachments/assets/0aa67016-6eaf-458a-adb2-6e31a0763ed6"" />
</div>

# Run and deploy your AI Studio app

This contains everything you need to run your app locally.

View your app in AI Studio: https://ai.studio/apps/drive/15CjbDGytJbsWoihY5hVz5exwYMs-O7ek

## Run Locally

**Prerequisites:**  Node.js


1. Install dependencies:
   `npm install`
2. Set the `GEMINI_API_KEY` in [.env.local](.env.local) to "
gogoleelee88/projectS,projectS,협업툴 프로젝트,[],51,Information,0.7058253884315491,"# ProjectS - 지능형 프로젝트 관리 & 화상회의 플랫폼

AI 회의 요약과 업무 자동 분배 기능을 갖춘 통합 협업 플랫폼

## 🚀 주요 기능

### 📋 프로젝트 관리
- **칸반 보드**: 드래그앤드롭으로 업무 진행 상황 관리
- **대시보드**: 프로젝트 개요, 진행률, 팀원 활동 한눈에 보기
- **캘린더**: 마감일 기준 업무 일정 관리
- **실시간 협업**: 팀원 간 즉시 업데이트 동기화

### 🎥 화상회의 시스템
- **WebRTC 화상통화**: P2P 고품질 영상/음성 통화
- **실시간 음성인식**: 회의 중 자동 자막 생성
- **화면 공유**: 프레젠테이션 및 작업 공유
- **회의 녹화**: 자동 녹화 및 다운로드

### 🤖 AI 지능형 기능
- **회의 자동 요약**: AI가 회의 내용을 핵심만 요약
- **업무 자동 생성**: 회의에서 논의된 액션 아이템을 자동으로 태스크 생성
- **우선순위 추천**: 업무 중요도 자동 분류
- **마감일 알"
0xRaini/five-elements-alchemy,five-elements-alchemy,A fun Five Elements (Wuxing) alchemy game where you combine elements to create new ones,[],31-33,Manufacturing,0.7058135271072388,"# Five Elements Alchemy - 五行炼金术

![Version](https://img.shields.io/badge/version-1.0.0-blue.svg)
![React](https://img.shields.io/badge/React-18.2.0-blue.svg)
![License](https://img.shields.io/badge/license-MIT-green.svg)

Mix, Match, Master - From 5 Elements to 3,359 Discoveries!

Five Elements Alchemy is an addictive puzzle-crafting game inspired by ancient Chinese philosophy. Transform simple elements into complex creations through strategic combinations and creative thinking.

## ✨ Features

"
simanam/aman-singh,aman-singh,Portfolio Site,[],54,"Professional, Scientific, Technical Services",0.7057459950447083,"# Aman Singh - Personal Portfolio

A modern, animated personal portfolio website built with Next.js 14, TypeScript, Tailwind CSS, and Framer Motion. Features an AI-powered chatbot that answers questions about my career.

## Live Site

Deployed on Vercel (link to be updated after deployment)

## Features

- **Interactive Avatar** - SVG avatar with mouse-tracking eyes, natural eyebrow movement, and fun expressions
- **AI Chatbot** - Ask questions about my career, powered by OpenAI with speech bubb"
ghxm/gesis-appkit-icon-generator,gesis-appkit-icon-generator,,[],51,Information,0.7056117653846741,"# Gesis AppKit Icon Generator
 
This project has moved to https://gitlab.com/gesis-appkit-tools/appkit-icon-generator"
joaothallis/continuously-integrating-your-nix-config,continuously-integrating-your-nix-config,Learn to add continuous integration checks to your Nix configuration in this hands-on workshop.,[],61,Educational Services,0.7055465579032898,"# Continuously Integrating Your Nix Config

Workshop presentation about building automated CI/CD pipelines for Nix configurations.

## Project Base

This presentation uses the [nix-dev](https://github.com/claudionts/nix-dev/) project as an example for demonstrating CI/CD concepts.

## Getting Started

### Using Nix (Recommended)

To run the slides:

```bash
nix-shell --command ""yarn dev""
```

### Traditional Setup

To start the slide show without Nix:

- `yarn install`
- `yarn dev`
- visit <http"
BirgitPohl/github-dashboard,github-dashboard,A dashboard to view workflow and other states,[],54,"Professional, Scientific, Technical Services",0.7055357694625854,"# GitHub Dashboard

A beautiful dashboard for monitoring GitHub workflows, repositories, and projects across your organization.

## ✨ Features

- **🔄 Workflows**: Monitor GitHub Actions workflows across all repositories
- **📁 Repositories**: Browse and categorize all organization repositories
- **📋 Projects**: View GitHub Projects (project boards) with item counts and status
- **🎨 Beautiful UI**: Clean, responsive design with status-based styling
- **🔍 Smart Categorization**: Automatic repositor"
rohan6325/SPA,SPA,,[],54,"Professional, Scientific, Technical Services",0.7054727077484131,"# Business Landing Page & Quote Generator

A professional React application with Supabase integration for generating business quotes and managing leads.

## Features

- Professional landing page with modern design
- Interactive quote generator form
- Supabase database integration
- Real-time data persistence
- Contact form
- Newsletter subscription
- Responsive design

## Setup Instructions

### 1. Install Dependencies

```bash
npm install
```

### 2. Configure Supabase

1. Copy `.env.example` t"
gilco1973/cvplus-admin,cvplus-admin,,[],54,"Professional, Scientific, Technical Services",0.7054063081741333,"# @cvplus/admin

Comprehensive admin dashboard module for CVPlus platform management. Provides complete administrative functionality including user management, content moderation, system monitoring, analytics, security auditing, and operational oversight.

## Features

### 🎛️ Admin Dashboard
- Real-time system overview
- Customizable widgets and layouts
- Quick action shortcuts
- Alert management
- Performance metrics

### 👥 User Management
- Complete user lifecycle management
- Bulk operations "
carl-simpson/the-core,the-core,,[],54,"Professional, Scientific, Technical Services",0.7053898572921753,"# Magento 2 Core Documentation & Mapping Tool

A Node.js utility that parses, analyzes, documents, and visualizes the Magento 2 core codebase to help developers understand how components interconnect, identify anti-patterns, and explore architectural relationships.

## 🎯 Project Status

**Current Phase**: Phase 0 - Planning Complete, Implementation Starting

**POC Target**: Magento_Customer module
**Timeline**: 4-week POC, then 5 phases over 18-21 weeks

See `magento-mapping-tool-project-plan.tx"
Sherkhan369/fullStack-web-application,fullStack-web-application,,[],56,Administrative and Support Services,0.7052823305130005,"# Todo App - Full Stack Web Application

## Project Structure

This repository contains a full-stack todo application with the following structure:

- `frontend/` - Next.js 16+ application with responsive UI
- `backend/` - FastAPI application with JWT authentication
- `specs/` - Specification files for both Phase I (CLI) and Phase II (Web)
- `todo-cli-app/` - Original Phase I CLI application
- `history/` - Development history and artifacts

## Phases

### Phase I: CLI Todo App (`todo-cli-app/`)
"
getplatform/getmailer-cli,getmailer-cli,Official CLI for GetMailer - Send emails from the command line,[],56,Administrative and Support Services,0.7051969766616821,"# GetMailer CLI

Command-line interface for [GetMailer](https://getmailer.app) - Send transactional emails with ease.

## Installation

```bash
npm install -g getmailer
```

## Quick Start

1. **Get your API key** from [getmailer.app/api-keys](https://getmailer.app/api-keys)

2. **Login with your API key:**
   ```bash
   getmailer login --key gm_your_api_key_here
   ```

3. **Send your first email:**
   ```bash
   getmailer send \
     --from ""hello@yourdomain.com"" \
     --to ""user@example.com"""
klaas-sh/cli,cli,"Remote access CLI for Claude Code, control your sessions from anywhere",[],61,Educational Services,0.7051950097084045,"<p align=""center"">
  <a href=""https://klaas.sh"">
    <picture>
      <source media=""(prefers-color-scheme: dark)"" srcset=""logo-banner-dark.svg"">
      <source media=""(prefers-color-scheme: light)"" srcset=""logo-banner-light.svg"">
      <img src=""logo-banner-dark.svg"" alt=""klaas - Remote Terminal Access"" height=""80"">
    </picture>
  </a>
</p>

<p align=""center"">
  <a href=""https://github.com/klaas-sh/cli/releases""><img src=""https://img.shields.io/github/v/release/klaas-sh/cli"" alt=""Release""></a>
"
leoluke717/luke-tablegame-helper,luke-tablegame-helper,个人使用的桌游助手,[],71,"Arts, Entertainment, and Recreation",0.7051761150360107,"# Luke的桌游助手

一个使用 Vue 3 + Vite 构建的桌游助手网页项目。

## 技术栈

- **Vue 3** - 渐进式JavaScript框架
- **Vite** - 下一代前端构建工具
- **原生CSS** - 样式解决方案

## 快速开始

### 安装依赖

```bash
npm install
```

### 启动开发服务器

```bash
npm run dev
```

在浏览器中打开 [http://localhost:5173](http://localhost:5173) 查看结果。

### 构建生产版本

```bash
npm run build
```

### 预览生产构建

```bash
npm run preview
```

## 项目结构

```
.
├── index.html          # 入口HTML文件
├── package.json        # 项目配置
├── vite.config.js      # Vite配置
├── .gitignore          # Git忽略文件
"
Kamaiko/abonnet-edu,abonnet-edu,,[],54,"Professional, Scientific, Technical Services",0.7051389813423157,"# AbonnetTest

> Projet test d'école – Gestion d'équipement informatique, clients, contrats et utilisateurs
>
<img width=""808"" height=""484"" alt=""image"" src=""https://github.com/user-attachments/assets/3922593d-7a55-40d9-86b8-4a717c2a7924"" />




## 📝 Description

Abonnet est une plateforme de gestion permettant de :

- Suivre et gérer l'équipement informatique
- Gérer les clients et leurs informations
- Gérer les contrats et transactions
- Administrer les utilisateurs et leurs droits
- Générer de"
Sherif-Y/Merchant-AI-Assistant-2.0,Merchant-AI-Assistant-2.0,"Restock recommendations, inventory planning and sales analysis",[],44-45,Retail Trade,0.7050629258155823,"# AI Merchant Assistant

An AI-powered inventory management assistant that helps ecommerce sellers manage inventory, get restock recommendations, and run what-if scenarios.

## Features

- **Inventory Health Monitoring** - View stock levels and health status (Healthy/Low/Critical/Out of Stock)
- **Restock Recommendations** - Get calculated restock amounts using the standard formula
- **What-If Scenarios** - Test different variables (lead time, safety days, etc.) to see impact on restock needs
- "
PhotoAiD/usbmuxd,usbmuxd,,[],51,Information,0.7049509882926941,"# usbmuxd

*A socket daemon to multiplex connections from and to iOS devices.*

![build](https://github.com/libimobiledevice/usbmuxd/actions/workflows/build.yml/badge.svg)

## Features

usbmuxd stands for ""USB multiplexing daemon"". This daemon is in charge of
multiplexing connections over USB to an iOS device.

To users, it means you can use various applications to interact with your
device.

To developers, it means you can connect to any listening localhost socket on
the device.

Some key featu"
Hobotnika/gmaps-lead-scraper,gmaps-lead-scraper,,[],54,"Professional, Scientific, Technical Services",0.704919695854187,"# Google Maps Lead Scraper

A custom lead generation tool built with Next.js 14 that scrapes Google Maps business data and finds emails. Perfect for sales teams, marketers, and business developers looking to build targeted lead lists.

## Features

- **Smart Scraping:** Extract Google Maps business listings based on search queries and locations
- **Comprehensive Data:** Get business name, address, phone, website, ratings, reviews, and category
- **Email Discovery:** Automatically find emails fro"
imwra/DrumSequencer,DrumSequencer,"A 16-track, 8-pattern MIDI drum sequencer for macOS with pure synthesis",[],71,"Arts, Entertainment, and Recreation",0.7048512697219849,
danieleschmidt/perspective-world-model-kit,perspective-world-model-kit,Plug-and-play neuro-symbolic world models with Theory of Mind (ToM) belief tracking for multi-agent simulations. Combines transformer-based dynamics learning with Prolog-style belief reasoning and epistemic planning.,[],54,"Professional, Scientific, Technical Services",0.7048012614250183,"# 🧠 Perspective World Model Kit - Revolutionary AI Consciousness System

[![Build Status](https://img.shields.io/github/actions/workflow/status/your-org/perspective-world-model-kit/ci.yml?branch=main)](https://github.com/your-org/perspective-world-model-kit/actions)
[![License: Apache-2.0](https://img.shields.io/badge/License-Apache--2.0-blue.svg)](LICENSE)
[![Python](https://img.shields.io/badge/python-3.9+-blue.svg)](https://www.python.org/downloads/)
[![Paper](https://img.shields.io/badge/pap"
markorr321/Run-Proactive-Remediations-On-Demand,Run-Proactive-Remediations-On-Demand,A PowerShell tool to trigger Intune Proactive Remediation scripts on demand. Supports single device mode or multi-device selection via a WPF GUI with pagination and search. Connects to Microsoft Graph using least-privileged permissions and provides real-time progress tracking for batch remediation operations.,[],56,Administrative and Support Services,0.7047852873802185,"# Run Proactive Remediations On Demand

A PowerShell tool to trigger Intune Proactive Remediation scripts on demand. Supports single device mode or multi-device selection via a WPF GUI with pagination and search. Connects to Microsoft Graph using least-privileged permissions and provides real-time progress tracking for batch remediation operations.

## Features

- **Single Device Mode** - Run remediation on a specific device by name
- **Multi-Device Mode** - Select multiple devices via WPF GUI w"
InformatiK-AI/cchia-desafio-ia,cchia-desafio-ia,Aplicación web gamificada para educación en IA y calificación de leads - 7 mini-juegos interactivos,[],61,Educational Services,0.7047313451766968,"# CChIA - El Desafío IA

<div align=""center"">

![CChIA Logo](src/img/logo%20cchia.png)

**Una experiencia gamificada interactiva para educar sobre IA y calificar leads**

[![HTML5](https://img.shields.io/badge/HTML5-E34F26?style=for-the-badge&logo=html5&logoColor=white)](https://developer.mozilla.org/es/docs/Web/HTML)
[![CSS3](https://img.shields.io/badge/CSS3-1572B6?style=for-the-badge&logo=css3&logoColor=white)](https://developer.mozilla.org/es/docs/Web/CSS)
[![JavaScript](https://img.shields."
johncohn/M5HeadBand,M5HeadBand,LED Headband with Larry's parametric patterns + ESP-NOW sync + music   reactivity,[],51,Information,0.7046241760253906,"# M5HeadBand v1.0.0

LED Headband controller combining Larry's smooth parametric pattern system with ESP-NOW synchronization and music reactivity for M5StickC Plus 2.

## Overview

M5HeadBand merges two powerful LED control systems:

- **Larry's Pattern System** (from larry_v3.ono): Dual-buffer architecture with alpha channel compositing for ultra-smooth pattern transitions
- **m5lights Infrastructure**: ESP-NOW wireless sync, music reactivity, beat detection, and multi-device leader/follower mo"
xinsyousuozhi/file_organizer,file_organizer,,[],51,Information,0.7046027183532715,"# 파일 정리 도구 (File Organizer)

로컬 파일을 체계적으로 정리하는 Python 기반 도구입니다.

## 주요 기능

1. **중복 파일 처리** - SHA256 해싱 기반 정확한 중복 탐지
2. **버전 파일 그룹화** - 유사한 파일명(v1, v2, 최종, final 등) 그룹화
3. **스마트 파일 분류** - 4가지 분류 모드 지원
   - 🚀 **확장자 기반**: 빠른 정리 (대량 파일)
   - ⭐ **Gemini CLI**: 문서 내용 기반 LLM 분류 (설정 간편) **추천**
   - 🤖 **LLM API**: 내용 분석 (Claude, OpenAI, Gemini API)
   - 🎯 **Claude Code**: 실시간 협업 분류 ([가이드](./CLAUDE_CODE_MODE.md))
4. **날짜별 정리** - 연도/월별 폴더 자동 생성
5. **빈 폴더 정리** - 파일 이동 후 남은 빈 폴더 삭제
6. **파일 정리 "
guypod/ai-image-deck-generator,ai-image-deck-generator,,[],54,"Professional, Scientific, Technical Services",0.7045959234237671,"# AI Image Deck Generator

✅ **COMPLETE & READY TO USE**

A full-stack application for creating slide decks with AI-generated images using Google Imagen and OpenAI DALL-E.

![Status](https://img.shields.io/badge/status-complete-success)
![License](https://img.shields.io/badge/license-MIT-blue)

## 🎯 Features

- ✅ Create and manage multiple slide decks
- ✅ Define visual style for consistent branding across slides
- ✅ Generate AI images with 1-10 variants in parallel
- ✅ Tweak existing images with"
sergelongin/alice-spelling-run,alice-spelling-run,Games: Alice Spelling Run - A React spelling game for kids ages 9-12,[],61,Educational Services,0.7044920325279236,
jassoncasey/CnC_RedAlert_Port,CnC_RedAlert_Port,,[],71,"Arts, Entertainment, and Recreation",0.7044239640235901,"# Command & Conquer: Red Alert - macOS Port

## What Is This?

**A stress test for AI code assistants.** I wanted to understand how tools like Claude Code perform on medium-to-large tasks with minimal hand-holding. Instead of starting from scratch (where I'd obsess over design), I chose an existing codebase where the architecture is already established. The constraint is the point.

### Why This Project?

- **Existing design** - The original Red Alert source provides the blueprint. I'm not makin"
cli4ai/skills,skills,Claude Code Skills for cli4ai - AI CLI tool workflows and automation,[],54,"Professional, Scientific, Technical Services",0.7044068574905396,"# cli4ai Skills

Claude Code Skills for [cli4ai](https://cli4ai.com) - the package manager for AI CLI tools.

These skills extend Claude Code with knowledge of cli4ai workflows, routines, and automation patterns.

## What are Skills?

Skills are modular capabilities that extend Claude Code's functionality. They package expertise into discoverable capabilities through organized folders containing instructions, scripts, and resources.

Learn more about Claude Code Skills in the [official documenta"
quercledev/quercle-js,quercle-js,Official JavaScript/TypeScript SDK for the Quercle API - AI-powered web search and fetching,[],51,Information,0.704389214515686,"# Quercle JavaScript/TypeScript SDK

Official JavaScript/TypeScript SDK for the [Quercle API](https://quercle.dev) - AI-powered web search and URL fetching.

## Installation

```bash
npm install @quercle/sdk
# or
bun add @quercle/sdk
# or
yarn add @quercle/sdk
```

## Quick Start

```typescript
import { QuercleClient } from ""@quercle/sdk"";

// Create a client (uses QUERCLE_API_KEY env var by default)
const client = new QuercleClient();

// Or provide API key directly
const client = new QuercleCl"
innerbloo/RALLY,RALLY,,[],71,"Arts, Entertainment, and Recreation",0.7043581604957581,"This is a [Next.js](https://nextjs.org) project bootstrapped with [`create-next-app`](https://nextjs.org/docs/app/api-reference/cli/create-next-app).

## Getting Started

First, run the development server:

```bash
npm run dev
# or
yarn dev
# or
pnpm dev
# or
bun dev
```

Open [http://localhost:3000](http://localhost:3000) with your browser to see the result.

You can start editing the page by modifying `app/page.tsx`. The page auto-updates as you edit the file.

This project uses [`next/font`]("
webcoyote/habits,habits,IOS app to track habits,[],81,Other Services,0.7042016386985779,"Habitual: Build Better Habits

I saw a cool iOS app and thought ""how hard would it be to make something like that?"" Here's the result, my first iOS app.

## Icon

<img src=""Assets/Icon/icon-1024.png"" width=""128"">

## Screenshots

<img src=""Assets/AppStoreScreenshots/1.png"" width=""128""><img src=""Assets/AppStoreScreenshots/2.png"" width=""128""><img src=""Assets/AppStoreScreenshots/3.png"" width=""128""><img src=""Assets/AppStoreScreenshots/4.png"" width=""128""><img src=""Assets/AppStoreScreenshots/5.png"" wi"
AbhiPrasad/otel-validator,otel-validator,,"[""opentelemetry"", ""otel""]",51,Information,0.7042011618614197,"# OTLP Validator

A web application for validating OpenTelemetry Protocol (OTLP) payloads. Deployed on Cloudflare Workers.

**Live:** https://otel-validator.devabhiprasad.workers.dev/

## Features

- Validates OTLP traces, logs, and metrics payloads
- Auto-detects payload type from structure
- Returns detailed error messages with JSON paths to problematic fields
- Follows [OTLP JSON encoding specification](https://opentelemetry.io/docs/specs/otlp/#json-protobuf-encoding)

## Usage

### Web UI

V"
westonopentrain/jobmatching-codex,jobmatching-codex,,[],56,Administrative and Support Services,0.7041094303131104,"# User Capsule Upsert Service

This Fastify service receives Bubble user profile data, generates domain and task capsules with OpenAI, embeds each capsule with `text-embedding-3-large`, and upserts both vectors into Pinecone. It also supports manual Job capsule generation and a lightweight job → candidate scoring endpoint so operators can test roles such as OB-GYN labeling immediately. Bubble receives only the capsule texts, vector identifiers, and metadata required to display and audit updates."
actions-marketplace-validations/jetli_trunk-action,jetli_trunk-action,,[],48-49,Transportation and Warehousing,0.7040531039237976,"<p align=""center"">
  <a href=""https://github.com/jetli/trunk-action/actions""><img alt=""trunk-action status"" src=""https://github.com/jetli/trunk-action/workflows/build-test/badge.svg""></a>
</p>

# `trunk-action`

Install [`Trunk`](https://github.com/trunk-rs/trunk) by downloading the
executable (much faster than `cargo install trunk`, seconds vs minutes).

## Usage

```yaml
- uses: jetli/trunk-action@v0.5.1
  with:
    # Optional version of trunk to install(eg. 'v0.21.14', 'latest')
    version: "
Nedak23/claudePing,claudePing,,[],61,Educational Services,0.7040422558784485,"# ClaudePing

**Code via WhatsApp** - Send coding requests via text message and get AI-powered assistance from Claude on the go, with automatic Git branch creation and GitHub integration.

## What is ClaudePing?

ClaudePing lets you interact with Claude Code CLI through WhatsApp or SMS. Just text your coding requests and receive:
- ✅ Automated code changes committed to git branches
- ✅ Support for multiple repositories
- ✅ Natural language commands
- ✅ Full session context across conversations
-"
Rooh-U-Din/hackathon-2-console-todo,hackathon-2-console-todo,,[],56,Administrative and Support Services,0.7040405869483948,"# Todo In-Memory Console App

A command-line todo application that stores tasks in memory. Built with Python 3.13+ following spec-driven development principles.

## Features

- **Add Task**: Create tasks with title and optional description
- **View Tasks**: Display all tasks with ID, title, description, and status indicators
- **Mark Complete/Incomplete**: Toggle task completion status by ID
- **Update Task**: Modify title and/or description of existing tasks
- **Delete Task**: Remove tasks by I"
hughsibbele/evaluation-summarizer,evaluation-summarizer,Evaluation Summarizer,[],54,"Professional, Scientific, Technical Services",0.7040088772773743,
jahboukie/agentos-marketplace,agentos-marketplace,,[],54,"Professional, Scientific, Technical Services",0.7035636305809021,"# 🏝️ AgentOS - The Operating System for AI Development

**Multi-agent orchestration with cross-instance memory sharing and 95%+ confidence scoring**

---

## 🚀 **The Revolution**

AgentOS transforms AI development by creating a **Developer Oasis** where multiple Claude Code instances share collective intelligence, unlimited operations, and mesmerizing confidence levels.

### ⚡ **Key Features**
- **🧠 Cross-Instance Memory Sharing** - Knowledge persists across all AI interactions
- **🎯 95%+ Confid"
hey-watchme/dev-progress-tracker,dev-progress-tracker,,[],51,Information,0.703450083732605,"# dev-progress-tracker

hey-watchme組織全体の開発進捗を自動でNotionに記録するツールです。

## 📊 機能

### 1. 毎日自動レポート
- hey-watchme組織内の全リポジトリのアクティビティを24時間ごとに集計
- 毎日JST 22:00に自動実行
- コミット数、コミットメッセージ、アクティブなリポジトリをNotionに記録

### 2. 過去データ取得
- 手動実行で過去30日分（または任意の日数）のデータを一括取得
- 日付ごとにNotionに記録

## 🎨 記録フォーマット

### データベースビュー（テーブル）
| Title | Date | Commits | Repositories |
|-------|------|---------|--------------|
| Report 2025-11-28 | 2025-11-28 | 6 | app-ios, dev-progress-tracker |

### ページ本文（各レコードをクリック）
各レコードをクリックすると、改行・箇条書きで整形された"
chanko/wellness-pack,wellness-pack,,[],62,Health Care and Social Assistance,0.7033498883247375,"# Wellness Pack for Stateful Claude

> A science-based, functional medicine partner for your AI Agent.

This is a **Skill Pack** for [Stateful Claude](https://github.com/yourusername/stateful-claude). It transforms Claude into a biological tracking partner focused on cycle health, metabolic function, and nutrient density.

**Philosophy:**
- **Science over Hype:** No ""manifesting"" or ""life coaching."" Focus on biology.
- **Context Aware:** Understands that symptoms (energy, hunger) change based on"
Hudabey/dream-agent,dream-agent,,[],52,Finance and Insurance,0.7033439874649048,"# 🧠 Dream Agent

**DreamerV3 implementation with interpretable visualization for Procgen environments.**

> See what the AI imagines before it acts.

![Demo](dream_vs_reality.png)

## What is this?

This project implements **DreamerV3**, a state-of-the-art model-based reinforcement learning algorithm, trained on **Procgen** environments. The key feature is an interactive demo that visualizes:

1. **Reality** - What's actually happening in the game
2. **Dreams** - What the agent *imagines* will h"
